ФИО пассажира,Номер каюты,Тип каюты,Порт назначения
Лебедева Иван,110,2,Одесса
Попова Ольга,110,3,Одесса
Сидоров Мария,110,3,Одесса
Иванов Мария,110,1,Санкт-Петербург
Иванов Сергей,110,1,Санкт-Петербург
Сидоров Мария,110,3,Санкт-Петербург
Иванов Екатерина,110,2,Севастополь
Иванов Сергей,110,2,Севастополь
Лебедева Мария,110,Люкс,Севастополь
Попова Дмитрий,110,1,Севастополь
Попова Иван,110,Люкс,Севастополь
Соколов Дмитрий,110,2,Севастополь
Соколов Пётр,110,Люкс,Севастополь
Козлов Пётр,111,1,Владивосток
Соколов Дмитрий,111,3,Владивосток
Соколов Ольга,111,Люкс,Владивосток
Кузнецова Наталья,111,Люкс,Калининград
Лебедева Мария,111,3,Калининград
Лебедева Пётр,111,Люкс,Калининград
Соколов Екатерина,111,Люкс,Калининград
Соколов Ольга,111,2,Калининград
Попова Ольга,111,Люкс,Мурманск
Смирнов Иван,111,3,Мурманск
Иванов Алексей,111,2,Одесса
Козлов Наталья,111,3,Одесса
Кузнецова Дмитрий,111,3,Одесса
Попова Екатерина,111,2,Одесса
Смирнов Пётр,111,3,Одесса
Попова Дмитрий,111,3,Санкт-Петербург
Смирнов Алексей,111,Люкс,Санкт-Петербург
Смирнов Алексей,111,3,Севастополь
Кузнецова Ольга,112,3,Владивосток
Лебедева Пётр,112,1,Владивосток
Сидоров Алексей,112,1,Владивосток
Кузнецова Анна,112,2,Калининград
Кузнецова Дмитрий,112,Люкс,Калининград
Новикова Мария,112,Люкс,Калининград
Сидоров Анна,112,1,Калининград
Соколов Иван,112,Люкс,Калининград
Иванов Наталья,112,1,Мурманск
Сидоров Наталья,112,1,Мурманск
Смирнов Анна,112,Люкс,Мурманск
Смирнов Екатерина,112,Люкс,Мурманск
Соколов Иван,112,Люкс,Мурманск
Соколов Пётр,112,2,Мурманск
Козлов Екатерина,112,1,Одесса
Смирнов Наталья,112,2,Одесса
Сидоров Сергей,112,3,Санкт-Петербург
Новикова Анна,112,Люкс,Севастополь
Новикова Екатерина,112,2,Севастополь
Петрова Дмитрий,112,2,Севастополь
Смирнов Иван,112,Люкс,Севастополь
Лебедева Наталья,113,2,Владивосток
Смирнов Дмитрий,113,1,Владивосток
Смирнов Мария,113,1,Владивосток
Соколов Анна,113,3,Владивосток
Соколов Наталья,113,2,Владивосток
Козлов Мария,113,2,Калининград
Кузнецова Анна,113,3,Калининград
Попова Алексей,113,1,Калининград
Сидоров Анна,113,3,Калининград
Соколов Мария,113,1,Калининград
Кузнецова Алексей,113,3,Мурманск
Новикова Мария,113,Люкс,Мурманск
Петрова Екатерина,113,1,Мурманск
Попова Алексей,113,1,Мурманск
Сидоров Сергей,113,Люкс,Мурманск
Козлов Анна,113,1,Одесса
Петрова Анна,113,2,Одесса
Попова Дмитрий,113,Люкс,Одесса
Иванов Мария,113,Люкс,Санкт-Петербург
Кузнецова Иван,113,2,Санкт-Петербург
Смирнов Ольга,113,1,Санкт-Петербург
Соколов Иван,113,2,Санкт-Петербург
Иванов Ольга,114,Люкс,Калининград
Козлов Мария,114,2,Калининград
Кузнецова Сергей,114,Люкс,Калининград
Лебедева Пётр,114,1,Калининград
Иванов Анна,114,1,Мурманск
Кузнецова Иван,114,1,Мурманск
Лебедева Ольга,114,2,Мурманск
Смирнов Иван,114,2,Мурманск
Иванов Мария,114,2,Санкт-Петербург
Козлов Сергей,114,Люкс,Санкт-Петербург
Новикова Ольга,114,Люкс,Санкт-Петербург
Петрова Алексей,114,3,Санкт-Петербург
Соколов Сергей,114,3,Санкт-Петербург
Лебедева Сергей,114,3,Севастополь
Петрова Екатерина,114,3,Севастополь
Сидоров Пётр,114,2,Севастополь
Иванов Иван,115,3,Владивосток
Козлов Дмитрий,115,Люкс,Владивосток
Козлов Наталья,115,Люкс,Владивосток
Лебедева Анна,115,1,Владивосток
Новикова Иван,115,Люкс,Владивосток
Иванов Мария,115,3,Мурманск
Иванов Наталья,115,2,Мурманск
Иванов Ольга,115,1,Мурманск
Смирнов Иван,115,2,Мурманск
Козлов Анна,115,3,Одесса
Петрова Анна,115,3,Одесса
Соколов Мария,115,3,Одесса
Козлов Екатерина,115,3,Санкт-Петербург
Кузнецова Мария,115,3,Санкт-Петербург
Кузнецова Наталья,115,2,Санкт-Петербург
Попова Анна,115,3,Санкт-Петербург
Смирнов Наталья,115,2,Санкт-Петербург
Попова Наталья,115,2,Севастополь
Соколов Пётр,115,2,Севастополь
Иванов Ольга,116,2,Владивосток
Иванов Сергей,116,2,Владивосток
Лебедева Дмитрий,116,1,Владивосток
Петрова Иван,116,2,Владивосток
Соколов Мария,116,3,Владивосток
Козлов Наталья,116,1,Калининград
Кузнецова Алексей,116,2,Калининград
Новикова Анна,116,3,Калининград
Новикова Иван,116,3,Калининград
Петрова Алексей,116,1,Калининград
Соколов Анна,116,Люкс,Калининград
Новикова Екатерина,116,2,Мурманск
Сидоров Мария,116,2,Мурманск
Смирнов Иван,116,2,Мурманск
Иванов Екатерина,116,1,Одесса
Кузнецова Пётр,116,2,Одесса
Лебедева Алексей,116,2,Одесса
Лебедева Пётр,116,Люкс,Одесса
Новикова Ольга,116,1,Одесса
Иванов Мария,116,1,Санкт-Петербург
Козлов Алексей,116,1,Санкт-Петербург
Сидоров Анна,116,1,Санкт-Петербург
Соколов Анна,116,2,Санкт-Петербург
Соколов Иван,116,Люкс,Санкт-Петербург
Смирнов Пётр,116,3,Севастополь
Соколов Анна,116,3,Севастополь
Козлов Иван,117,Люкс,Владивосток
Попова Ольга,117,Люкс,Владивосток
Козлов Сергей,117,Люкс,Калининград
Лебедева Сергей,117,3,Калининград
Петрова Ольга,117,1,Калининград
Козлов Анна,117,2,Мурманск
Кузнецова Алексей,117,1,Мурманск
Кузнецова Иван,117,Люкс,Одесса
Кузнецова Наталья,117,2,Одесса
Лебедева Иван,117,3,Санкт-Петербург
Лебедева Сергей,117,1,Санкт-Петербург
Петрова Екатерина,117,1,Санкт-Петербург
Сидоров Ольга,117,2,Санкт-Петербург
Соколов Екатерина,117,3,Санкт-Петербург
Иванов Мария,117,1,Севастополь
Лебедева Дмитрий,117,1,Севастополь
Козлов Анна,118,2,Владивосток
Лебедева Сергей,118,2,Владивосток
Новикова Мария,118,Люкс,Владивосток
Иванов Иван,118,Люкс,Калининград
Козлов Мария,118,3,Калининград
Кузнецова Ольга,118,1,Калининград
Смирнов Анна,118,Люкс,Калининград
Козлов Алексей,118,Люкс,Мурманск
Лебедева Алексей,118,1,Мурманск
Лебедева Сергей,118,3,Мурманск
Попова Ольга,118,Люкс,Мурманск
Сидоров Пётр,118,2,Мурманск
Козлов Алексей,118,Люкс,Одесса
Лебедева Дмитрий,118,3,Одесса
Новикова Наталья,118,3,Одесса
Смирнов Иван,118,3,Одесса
Соколов Мария,118,Люкс,Одесса
Кузнецова Ольга,118,2,Санкт-Петербург
Кузнецова Сергей,118,1,Санкт-Петербург
Сидоров Иван,118,3,Санкт-Петербург
Козлов Ольга,118,2,Севастополь
Кузнецова Ольга,118,Люкс,Севастополь
Петрова Анна,118,1,Севастополь
Козлов Мария,119,Люкс,Владивосток
Кузнецова Сергей,119,1,Владивосток
Лебедева Иван,119,3,Владивосток
Новикова Екатерина,119,Люкс,Владивосток
Козлов Пётр,119,Люкс,Калининград
Кузнецова Наталья,119,3,Калининград
Петрова Ольга,119,Люкс,Калининград
Смирнов Екатерина,119,3,Калининград
Соколов Наталья,119,Люкс,Калининград
Новикова Пётр,119,2,Мурманск
Соколов Мария,119,Люкс,Мурманск
Новикова Сергей,119,Люкс,Одесса
Петрова Дмитрий,119,Люкс,Одесса
Петрова Иван,119,Люкс,Одесса
Козлов Мария,119,2,Санкт-Петербург
Лебедева Иван,119,Люкс,Санкт-Петербург
Сидоров Анна,119,3,Санкт-Петербург
Смирнов Алексей,119,1,Санкт-Петербург
Новикова Сергей,119,Люкс,Севастополь
Попова Пётр,119,Люкс,Севастополь
Петрова Анна,120,3,Владивосток
Попова Анна,120,1,Владивосток
Смирнов Анна,120,1,Владивосток
Иванов Наталья,120,2,Калининград
Козлов Дмитрий,120,3,Калининград
Сидоров Мария,120,2,Калининград
Лебедева Дмитрий,120,2,Мурманск
Попова Дмитрий,120,2,Мурманск
Сидоров Екатерина,120,Люкс,Мурманск
Сидоров Наталья,120,Люкс,Мурманск
Кузнецова Алексей,120,1,Одесса
Попова Алексей,120,1,Санкт-Петербург
Попова Иван,120,1,Санкт-Петербург
Сидоров Иван,120,3,Санкт-Петербург
Соколов Наталья,120,Люкс,Санкт-Петербург
Новикова Сергей,120,Люкс,Севастополь
Попова Анна,120,1,Севастополь
Попова Иван,120,Люкс,Севастополь
Сидоров Мария,120,3,Севастополь
Соколов Сергей,120,1,Севастополь
Иванов Екатерина,121,3,Владивосток
Петрова Алексей,121,3,Владивосток
Новикова Дмитрий,121,Люкс,Калининград
Иванов Дмитрий,121,Люкс,Мурманск
Иванов Наталья,121,Люкс,Мурманск
Козлов Пётр,121,Люкс,Мурманск
Козлов Сергей,121,3,Мурманск
Лебедева Пётр,121,Люкс,Одесса
Новикова Дмитрий,121,2,Одесса
Попова Ольга,121,1,Одесса
Кузнецова Пётр,121,2,Санкт-Петербург
Лебедева Пётр,121,1,Санкт-Петербург
Сидоров Екатерина,121,2,Санкт-Петербург
Кузнецова Пётр,121,2,Севастополь
Попова Екатерина,121,2,Севастополь
Попова Пётр,121,Люкс,Севастополь
Кузнецова Мария,122,2,Владивосток
Лебедева Иван,122,3,Владивосток
Соколов Анна,122,2,Владивосток
Лебедева Пётр,122,1,Калининград
Попова Мария,122,Люкс,Калининград
Сидоров Ольга,122,2,Калининград
Козлов Ольга,122,1,Мурманск
Соколов Наталья,122,3,Мурманск
Иванов Дмитрий,122,Люкс,Одесса
Иванов Ольга,122,3,Одесса
Козлов Дмитрий,122,3,Одесса
Соколов Алексей,122,Люкс,Одесса
Козлов Иван,122,2,Санкт-Петербург
Лебедева Мария,122,2,Санкт-Петербург
Иванов Сергей,122,2,Севастополь
Кузнецова Мария,122,Люкс,Севастополь
Соколов Анна,122,1,Севастополь
Иванов Алексей,123,3,Калининград
Иванов Мария,123,2,Калининград
Новикова Пётр,123,2,Калининград
Иванов Ольга,123,2,Мурманск
Козлов Екатерина,123,Люкс,Мурманск
Лебедева Сергей,123,Люкс,Мурманск
Новикова Пётр,123,1,Мурманск
Новикова Сергей,123,Люкс,Мурманск
Козлов Мария,123,Люкс,Одесса
Новикова Наталья,123,3,Одесса
Попова Анна,123,1,Одесса
Соколов Сергей,123,2,Одесса
Лебедева Мария,123,3,Санкт-Петербург
Попова Мария,123,3,Севастополь
Соколов Иван,124,3,Владивосток
Козлов Анна,124,Люкс,Калининград
Козлов Екатерина,124,1,Калининград
Соколов Ольга,124,3,Калининград
Козлов Пётр,124,2,Мурманск
Смирнов Пётр,124,3,Мурманск
Соколов Алексей,124,Люкс,Мурманск
Соколов Пётр,124,Люкс,Мурманск
Иванов Анна,124,Люкс,Одесса
Козлов Иван,124,3,Одесса
Смирнов Иван,124,2,Одесса
Козлов Анна,124,Люкс,Санкт-Петербург
Сидоров Ольга,124,2,Санкт-Петербург
Сидоров Сергей,124,3,Санкт-Петербург
Лебедева Алексей,124,Люкс,Севастополь
Новикова Ольга,124,Люкс,Севастополь
Сидоров Ольга,124,3,Севастополь
Кузнецова Наталья,125,Люкс,Владивосток
Попова Пётр,125,1,Владивосток
Смирнов Наталья,125,1,Владивосток
Соколов Сергей,125,2,Владивосток
Попова Иван,125,3,Калининград
Попова Ольга,125,1,Калининград
Сидоров Наталья,125,2,Калининград
Козлов Алексей,125,1,Мурманск
Новикова Мария,125,1,Мурманск
Сидоров Алексей,125,1,Мурманск
Соколов Пётр,125,Люкс,Мурманск
Лебедева Дмитрий,125,Люкс,Одесса
Лебедева Екатерина,125,1,Одесса
Попова Сергей,125,3,Одесса
Сидоров Дмитрий,125,2,Одесса
Смирнов Екатерина,125,Люкс,Одесса
Лебедева Иван,125,3,Санкт-Петербург
Новикова Мария,125,Люкс,Санкт-Петербург
Сидоров Пётр,125,Люкс,Санкт-Петербург
Козлов Ольга,125,2,Севастополь
Кузнецова Пётр,125,1,Севастополь
Новикова Алексей,125,3,Севастополь
Смирнов Пётр,125,Люкс,Севастополь
Соколов Пётр,125,2,Севастополь
Козлов Дмитрий,126,Люкс,Владивосток
Лебедева Алексей,126,2,Мурманск
Лебедева Пётр,126,Люкс,Мурманск
Петрова Анна,126,Люкс,Мурманск
Смирнов Алексей,126,3,Мурманск
Козлов Ольга,126,Люкс,Одесса
Лебедева Наталья,126,3,Одесса
Лебедева Сергей,126,1,Одесса
Петрова Ольга,126,2,Одесса
Соколов Пётр,126,3,Одесса
Иванов Иван,126,3,Санкт-Петербург
Козлов Мария,126,1,Санкт-Петербург
Козлов Сергей,126,2,Санкт-Петербург
Новикова Сергей,126,2,Санкт-Петербург
Петрова Ольга,126,1,Санкт-Петербург
Иванов Иван,126,1,Севастополь
Кузнецова Иван,126,1,Севастополь
Лебедева Иван,126,2,Севастополь
Лебедева Мария,126,2,Севастополь
Петрова Екатерина,126,Люкс,Севастополь
Лебедева Екатерина,127,1,Владивосток
Лебедева Наталья,127,2,Владивосток
Новикова Екатерина,127,2,Владивосток
Попова Екатерина,127,2,Владивосток
Сидоров Ольга,127,2,Владивосток
Козлов Дмитрий,127,1,Калининград
Козлов Ольга,127,Люкс,Калининград
Кузнецова Анна,127,Люкс,Калининград
Новикова Алексей,127,1,Калининград
Новикова Дмитрий,127,2,Калининград
Смирнов Мария,127,2,Калининград
Козлов Дмитрий,127,2,Мурманск
Кузнецова Иван,127,3,Мурманск
Попова Наталья,127,Люкс,Мурманск
Сидоров Пётр,127,3,Мурманск
Лебедева Сергей,127,3,Одесса
Сидоров Иван,127,1,Одесса
Сидоров Ольга,127,1,Одесса
Соколов Екатерина,127,1,Одесса
Лебедева Екатерина,127,2,Санкт-Петербург
Новикова Иван,127,3,Санкт-Петербург
Петрова Анна,127,2,Санкт-Петербург
Сидоров Иван,127,3,Санкт-Петербург
Смирнов Дмитрий,127,2,Санкт-Петербург
Козлов Мария,127,3,Севастополь
Козлов Наталья,127,1,Севастополь
Кузнецова Наталья,127,1,Севастополь
Сидоров Мария,127,1,Севастополь
Смирнов Пётр,127,2,Севастополь
Козлов Сергей,128,3,Владивосток
Попова Анна,128,1,Владивосток
Козлов Мария,128,Люкс,Калининград
Кузнецова Екатерина,128,2,Калининград
Новикова Ольга,128,1,Калининград
Соколов Иван,128,Люкс,Калининград
Соколов Ольга,128,2,Мурманск
Лебедева Сергей,128,2,Одесса
Новикова Екатерина,128,Люкс,Одесса
Соколов Дмитрий,128,3,Одесса
Соколов Иван,128,Люкс,Одесса
Козлов Алексей,128,Люкс,Санкт-Петербург
Лебедева Ольга,128,1,Санкт-Петербург
Петрова Екатерина,128,3,Санкт-Петербург
Попова Анна,128,Люкс,Санкт-Петербург
Попова Анна,128,3,Севастополь
Попова Сергей,128,Люкс,Севастополь
Иванов Алексей,129,2,Владивосток
Петрова Мария,129,2,Владивосток
Смирнов Алексей,129,1,Владивосток
Новикова Екатерина,129,2,Калининград
Попова Дмитрий,129,Люкс,Калининград
Новикова Екатерина,129,1,Мурманск
Новикова Мария,129,3,Мурманск
Сидоров Дмитрий,129,Люкс,Мурманск
Смирнов Екатерина,129,2,Мурманск
Соколов Наталья,129,1,Мурманск
Лебедева Сергей,129,Люкс,Одесса
Иванов Пётр,129,2,Санкт-Петербург
Иванов Ольга,129,1,Севастополь
Кузнецова Анна,129,2,Севастополь
Новикова Анна,129,1,Севастополь
Новикова Наталья,129,3,Севастополь
Соколов Анна,129,2,Севастополь
Козлов Наталья,130,3,Владивосток
Новикова Иван,130,Люкс,Владивосток
Сидоров Пётр,130,Люкс,Владивосток
Соколов Дмитрий,130,2,Владивосток
Козлов Екатерина,130,3,Калининград
Козлов Мария,130,3,Калининград
Козлов Сергей,130,Люкс,Калининград
Лебедева Дмитрий,130,Люкс,Калининград
Лебедева Наталья,130,2,Калининград
Новикова Мария,130,1,Калининград
Иванов Мария,130,3,Мурманск
Новикова Анна,130,1,Мурманск
Соколов Пётр,130,3,Мурманск
Иванов Иван,130,2,Одесса
Иванов Мария,130,1,Одесса
Кузнецова Иван,130,3,Одесса
Лебедева Алексей,130,1,Одесса
Лебедева Екатерина,130,3,Одесса
Попова Анна,130,1,Одесса
Попова Мария,130,2,Одесса
Соколов Екатерина,130,2,Одесса
Соколов Иван,130,Люкс,Одесса
Иванов Екатерина,130,2,Санкт-Петербург
Козлов Екатерина,130,Люкс,Санкт-Петербург
Кузнецова Сергей,130,1,Санкт-Петербург
Петрова Наталья,130,Люкс,Санкт-Петербург
Попова Дмитрий,130,2,Санкт-Петербург
Попова Екатерина,130,Люкс,Санкт-Петербург
Смирнов Сергей,130,2,Санкт-Петербург
Иванов Дмитрий,130,3,Севастополь
Кузнецова Наталья,130,Люкс,Севастополь
Иванов Ольга,131,3,Владивосток
Кузнецова Дмитрий,131,3,Владивосток
Кузнецова Мария,131,1,Владивосток
Лебедева Пётр,131,2,Владивосток
Петрова Пётр,131,Люкс,Владивосток
Сидоров Мария,131,1,Владивосток
Иванов Дмитрий,131,Люкс,Калининград
Петрова Пётр,131,3,Калининград
Лебедева Екатерина,131,Люкс,Мурманск
Попова Ольга,131,1,Мурманск
Соколов Иван,131,2,Мурманск
Соколов Наталья,131,Люкс,Мурманск
Иванов Екатерина,131,2,Одесса
Козлов Алексей,131,Люкс,Одесса
Кузнецова Анна,131,Люкс,Одесса
Лебедева Ольга,131,1,Одесса
Новикова Анна,131,Люкс,Одесса
Попова Мария,131,Люкс,Одесса
Смирнов Алексей,131,Люкс,Одесса
Козлов Дмитрий,131,Люкс,Санкт-Петербург
Кузнецова Екатерина,131,1,Санкт-Петербург
Новикова Сергей,131,3,Санкт-Петербург
Иванов Сергей,131,1,Севастополь
Лебедева Анна,131,1,Севастополь
Новикова Мария,131,Люкс,Севастополь
Новикова Наталья,132,Люкс,Владивосток
Смирнов Иван,132,3,Владивосток
Иванов Екатерина,132,1,Калининград
Кузнецова Екатерина,132,2,Калининград
Новикова Ольга,132,Люкс,Калининград
Петрова Дмитрий,132,3,Калининград
Иванов Екатерина,132,2,Мурманск
