ФИО пассажира,Номер каюты,Тип каюты,Порт назначения
Кузнецова Наталья,102,Люкс,Владивосток
Кузнецова Сергей,102,Люкс,Владивосток
Лебедева Ольга,102,2,Владивосток
Новикова Анна,102,3,Владивосток
Новикова Наталья,102,2,Владивосток
Петрова Пётр,102,3,Владивосток
Соколов Алексей,102,2,Владивосток
Соколов Иван,102,Люкс,Владивосток
Иванов Мария,102,2,Калининград
Кузнецова Иван,102,2,Калининград
Кузнецова Мария,102,2,Калининград
Лебедева Ольга,102,3,Калининград
Новикова Иван,102,Люкс,Калининград
Петрова Анна,102,1,Калининград
Петрова Сергей,102,Люкс,Калининград
Попова Наталья,102,1,Калининград
Иванов Наталья,102,1,Мурманск
Кузнецова Алексей,102,2,Мурманск
Новикова Екатерина,102,2,Мурманск
Новикова Иван,102,3,Мурманск
Новикова Ольга,102,2,Мурманск
Попова Анна,102,1,Мурманск
Сидоров Анна,102,2,Мурманск
Сидоров Дмитрий,102,Люкс,Мурманск
Сидоров Сергей,102,2,Мурманск
Смирнов Ольга,102,3,Мурманск
Смирнов Пётр,102,Люкс,Мурманск
Соколов Ольга,102,Люкс,Мурманск
Иванов Анна,102,3,Одесса
Козлов Алексей,102,3,Одесса
Козлов Дмитрий,102,2,Одесса
Козлов Ольга,102,2,Одесса
Кузнецова Наталья,102,2,Одесса
Лебедева Иван,102,2,Одесса
Новикова Екатерина,102,3,Одесса
Новикова Наталья,102,Люкс,Одесса
Петрова Наталья,102,Люкс,Одесса
Попова Анна,102,2,Одесса
Сидоров Екатерина,102,2,Одесса
Смирнов Мария,102,3,Одесса
Смирнов Ольга,102,2,Одесса
Соколов Екатерина,102,Люкс,Одесса
Иванов Наталья,102,2,Санкт-Петербург
Козлов Ольга,102,Люкс,Санкт-Петербург
Кузнецова Иван,102,2,Санкт-Петербург
Лебедева Дмитрий,102,2,Санкт-Петербург
Лебедева Сергей,102,Люкс,Санкт-Петербург
Петрова Иван,102,3,Санкт-Петербург
Попова Анна,102,3,Санкт-Петербург
Попова Мария,102,1,Санкт-Петербург
Сидоров Анна,102,2,Санкт-Петербург
Козлов Екатерина,102,2,Севастополь
Лебедева Дмитрий,102,Люкс,Севастополь
Петрова Мария,102,3,Севастополь
Попова Наталья,102,3,Севастополь
Сидоров Ольга,102,2,Севастополь
Смирнов Ольга,102,1,Севастополь
Иванов Сергей,103,3,Владивосток
Кузнецова Сергей,103,1,Владивосток
Попова Алексей,103,1,Владивосток
Смирнов Сергей,103,1,Владивосток
Иванов Мария,103,Люкс,Калининград
Козлов Сергей,103,3,Калининград
Кузнецова Дмитрий,103,1,Калининград
Лебедева Дмитрий,103,1,Калининград
Попова Мария,103,Люкс,Калининград
Сидоров Ольга,103,3,Калининград
Смирнов Иван,103,1,Калининград
Соколов Иван,103,Люкс,Калининград
Соколов Наталья,103,2,Калининград
Кузнецова Дмитрий,103,2,Мурманск
Новикова Екатерина,103,3,Мурманск
Новикова Сергей,103,Люкс,Мурманск
Сидоров Екатерина,103,2,Мурманск
Смирнов Иван,103,2,Мурманск
Соколов Пётр,103,3,Мурманск
Лебедева Иван,103,Люкс,Одесса
Петрова Дмитрий,103,Люкс,Одесса
Попова Дмитрий,103,2,Одесса
Попова Пётр,103,1,Одесса
Сидоров Анна,103,Люкс,Одесса
Козлов Дмитрий,103,Люкс,Санкт-Петербург
Козлов Сергей,103,Люкс,Санкт-Петербург
Кузнецова Екатерина,103,3,Санкт-Петербург
Лебедева Наталья,103,1,Санкт-Петербург
Лебедева Ольга,103,1,Санкт-Петербург
Петрова Дмитрий,103,2,Санкт-Петербург
Петрова Ольга,103,Люкс,Санкт-Петербург
Попова Екатерина,103,3,Санкт-Петербург
Сидоров Мария,103,3,Санкт-Петербург
Соколов Екатерина,103,2,Санкт-Петербург
Иванов Анна,103,1,Севастополь
Иванов Дмитрий,103,Люкс,Севастополь
Иванов Иван,103,2,Севастополь
Козлов Дмитрий,103,3,Севастополь
Козлов Наталья,103,2,Севастополь
Лебедева Пётр,103,3,Севастополь
Новикова Сергей,103,1,Севастополь
Петрова Дмитрий,103,Люкс,Севастополь
Петрова Ольга,103,1,Севастополь
Попова Анна,103,3,Севастополь
Сидоров Анна,103,3,Севастополь
Сидоров Дмитрий,103,Люкс,Севастополь
Смирнов Дмитрий,103,1,Севастополь
Смирнов Пётр,103,3,Севастополь
Соколов Алексей,103,Люкс,Севастополь
Иванов Анна,104,2,Владивосток
Иванов Мария,104,2,Владивосток
Козлов Ольга,104,Люкс,Владивосток
Козлов Пётр,104,2,Владивосток
Лебедева Иван,104,Люкс,Владивосток
Попова Дмитрий,104,1,Владивосток
Попова Сергей,104,3,Владивосток
Сидоров Дмитрий,104,2,Владивосток
Смирнов Дмитрий,104,3,Владивосток
Соколов Екатерина,104,Люкс,Владивосток
Соколов Сергей,104,3,Владивосток
Иванов Дмитрий,104,1,Калининград
Иванов Ольга,104,2,Калининград
Козлов Екатерина,104,1,Калининград
Кузнецова Ольга,104,3,Калининград
Новикова Пётр,104,1,Калининград
Петрова Сергей,104,Люкс,Калининград
Соколов Анна,104,3,Калининград
Кузнецова Пётр,104,2,Мурманск
Новикова Пётр,104,1,Мурманск
Сидоров Анна,104,3,Мурманск
Сидоров Мария,104,Люкс,Мурманск
Смирнов Алексей,104,2,Мурманск
Иванов Иван,104,Люкс,Одесса
Козлов Дмитрий,104,Люкс,Одесса
Козлов Мария,104,2,Одесса
Кузнецова Анна,104,Люкс,Одесса
Лебедева Дмитрий,104,1,Одесса
Новикова Анна,104,2,Одесса
Петрова Иван,104,1,Одесса
Попова Екатерина,104,1,Одесса
Сидоров Пётр,104,Люкс,Одесса
Смирнов Екатерина,104,Люкс,Одесса
Смирнов Иван,104,Люкс,Одесса
Иванов Мария,104,2,Санкт-Петербург
Иванов Сергей,104,3,Санкт-Петербург
Петрова Наталья,104,1,Санкт-Петербург
Петрова Пётр,104,2,Санкт-Петербург
Сидоров Алексей,104,2,Санкт-Петербург
Соколов Екатерина,104,3,Санкт-Петербург
Козлов Иван,104,1,Севастополь
Козлов Мария,104,3,Севастополь
Козлов Сергей,104,2,Севастополь
Кузнецова Иван,104,Люкс,Севастополь
Кузнецова Пётр,104,2,Севастополь
Лебедева Ольга,104,3,Севастополь
Новикова Наталья,104,2,Севастополь
Петрова Мария,104,2,Севастополь
Попова Ольга,104,3,Севастополь
Сидоров Иван,104,2,Севастополь
Сидоров Наталья,104,1,Севастополь
Смирнов Ольга,104,Люкс,Севастополь
Иванов Анна,105,Люкс,Владивосток
Иванов Наталья,105,Люкс,Владивосток
Козлов Сергей,105,3,Владивосток
Кузнецова Алексей,105,1,Владивосток
Лебедева Мария,105,2,Владивосток
Петрова Алексей,105,1,Владивосток
Петрова Иван,105,2,Владивосток
Петрова Мария,105,2,Владивосток
Попова Екатерина,105,2,Владивосток
Попова Ольга,105,1,Владивосток
Смирнов Мария,105,Люкс,Владивосток
Смирнов Наталья,105,1,Владивосток
Смирнов Пётр,105,1,Владивосток
Иванов Дмитрий,105,2,Калининград
Козлов Екатерина,105,2,Калининград
Лебедева Сергей,105,2,Калининград
Новикова Алексей,105,1,Калининград
Петрова Анна,105,1,Калининград
Попова Мария,105,2,Калининград
Смирнов Иван,105,Люкс,Калининград
Смирнов Пётр,105,2,Калининград
Соколов Анна,105,Люкс,Калининград
Соколов Сергей,105,2,Калининград
Иванов Пётр,105,1,Мурманск
Сидоров Анна,105,2,Мурманск
Сидоров Ольга,105,Люкс,Мурманск
Смирнов Алексей,105,Люкс,Мурманск
Смирнов Ольга,105,1,Мурманск
Соколов Сергей,105,Люкс,Мурманск
Иванов Екатерина,105,Люкс,Одесса
Иванов Пётр,105,1,Одесса
Козлов Алексей,105,Люкс,Одесса
Козлов Мария,105,2,Одесса
Кузнецова Екатерина,105,1,Одесса
Кузнецова Наталья,105,2,Одесса
Кузнецова Сергей,105,Люкс,Одесса
Сидоров Анна,105,Люкс,Одесса
Иванов Ольга,105,1,Санкт-Петербург
Иванов Пётр,105,1,Санкт-Петербург
Козлов Сергей,105,2,Санкт-Петербург
Кузнецова Алексей,105,2,Санкт-Петербург
Кузнецова Екатерина,105,3,Санкт-Петербург
Кузнецова Мария,105,2,Санкт-Петербург
Петрова Сергей,105,2,Санкт-Петербург
Попова Сергей,105,Люкс,Санкт-Петербург
Сидоров Мария,105,Люкс,Санкт-Петербург
Смирнов Сергей,105,3,Санкт-Петербург
Кузнецова Мария,105,2,Севастополь
Кузнецова Наталья,105,2,Севастополь
Кузнецова Пётр,105,3,Севастополь
Лебедева Алексей,105,Люкс,Севастополь
Петрова Екатерина,105,1,Севастополь
Петрова Иван,105,1,Севастополь
Петрова Мария,105,1,Севастополь
Попова Алексей,105,2,Севастополь
Смирнов Ольга,105,Люкс,Севастополь
Смирнов Сергей,105,Люкс,Севастополь
Иванов Пётр,106,1,Владивосток
Кузнецова Дмитрий,106,Люкс,Владивосток
Кузнецова Ольга,106,1,Владивосток
Лебедева Пётр,106,1,Владивосток
Петрова Алексей,106,3,Владивосток
Сидоров Пётр,106,3,Владивосток
Соколов Анна,106,3,Владивосток
Соколов Мария,106,2,Владивосток
Иванов Алексей,106,3,Калининград
Иванов Екатерина,106,1,Калининград
Иванов Ольга,106,Люкс,Калининград
Кузнецова Дмитрий,106,Люкс,Калининград
Лебедева Мария,106,Люкс,Калининград
Новикова Иван,106,Люкс,Калининград
Петрова Анна,106,2,Калининград
Попова Иван,106,Люкс,Калининград
Соколов Екатерина,106,2,Калининград
Соколов Наталья,106,1,Калининград
Иванов Наталья,106,Люкс,Мурманск
Козлов Ольга,106,3,Мурманск
Кузнецова Наталья,106,2,Мурманск
Новикова Екатерина,106,2,Мурманск
Попова Сергей,106,1,Мурманск
Соколов Екатерина,106,3,Мурманск
Соколов Ольга,106,Люкс,Мурманск
Козлов Сергей,106,3,Одесса
Кузнецова Алексей,106,3,Одесса
Кузнецова Мария,106,3,Одесса
Новикова Иван,106,2,Одесса
Смирнов Екатерина,106,1,Одесса
Иванов Сергей,106,Люкс,Санкт-Петербург
Козлов Екатерина,106,3,Санкт-Петербург
Кузнецова Пётр,106,2,Санкт-Петербург
Петрова Ольга,106,3,Санкт-Петербург
Сидоров Дмитрий,106,1,Санкт-Петербург
Сидоров Пётр,106,Люкс,Санкт-Петербург
Сидоров Сергей,106,2,Санкт-Петербург
Соколов Дмитрий,106,3,Санкт-Петербург
Соколов Пётр,106,Люкс,Санкт-Петербург
Козлов Екатерина,106,1,Севастополь
Лебедева Дмитрий,106,1,Севастополь
Попова Анна,106,3,Севастополь
Попова Мария,106,2,Севастополь
Сидоров Сергей,106,3,Севастополь
Смирнов Анна,106,1,Севастополь
Смирнов Ольга,106,2,Севастополь
Соколов Анна,106,Люкс,Севастополь
Соколов Иван,106,3,Севастополь
Соколов Пётр,106,Люкс,Севастополь
Иванов Екатерина,107,2,Владивосток
Козлов Анна,107,1,Владивосток
Козлов Ольга,107,Люкс,Владивосток
Кузнецова Наталья,107,Люкс,Владивосток
Кузнецова Пётр,107,Люкс,Владивосток
Лебедева Алексей,107,2,Владивосток
Новикова Иван,107,1,Владивосток
Петрова Дмитрий,107,1,Владивосток
Попова Анна,107,Люкс,Владивосток
Попова Дмитрий,107,1,Владивосток
Попова Мария,107,Люкс,Владивосток
Сидоров Мария,107,2,Владивосток
Смирнов Анна,107,Люкс,Владивосток
Смирнов Иван,107,3,Владивосток
Козлов Дмитрий,107,2,Калининград
Козлов Ольга,107,Люкс,Калининград
Новикова Ольга,107,3,Калининград
Попова Дмитрий,107,1,Калининград
Попова Пётр,107,1,Калининград
Сидоров Иван,107,1,Калининград
Соколов Екатерина,107,1,Калининград
Иванов Анна,107,2,Мурманск
Иванов Иван,107,3,Мурманск
Кузнецова Алексей,107,3,Мурманск
Лебедева Сергей,107,Люкс,Мурманск
Новикова Анна,107,3,Мурманск
Попова Алексей,107,1,Мурманск
Попова Иван,107,2,Мурманск
Попова Ольга,107,2,Мурманск
Сидоров Алексей,107,2,Мурманск
Сидоров Ольга,107,2,Мурманск
Смирнов Мария,107,3,Мурманск
Смирнов Пётр,107,Люкс,Мурманск
Соколов Мария,107,3,Мурманск
Иванов Дмитрий,107,Люкс,Одесса
Козлов Анна,107,Люкс,Одесса
Кузнецова Наталья,107,Люкс,Одесса
Лебедева Наталья,107,1,Одесса
Новикова Анна,107,3,Одесса
Петрова Анна,107,3,Одесса
Петрова Иван,107,2,Одесса
Сидоров Пётр,107,2,Одесса
Иванов Пётр,107,2,Санкт-Петербург
Козлов Сергей,107,Люкс,Санкт-Петербург
Кузнецова Анна,107,Люкс,Санкт-Петербург
Кузнецова Екатерина,107,1,Санкт-Петербург
Кузнецова Наталья,107,1,Санкт-Петербург
Лебедева Наталья,107,2,Санкт-Петербург
Новикова Пётр,107,Люкс,Санкт-Петербург
Сидоров Наталья,107,1,Санкт-Петербург
Смирнов Дмитрий,107,1,Санкт-Петербург
Смирнов Наталья,107,Люкс,Санкт-Петербург
Соколов Екатерина,107,2,Санкт-Петербург
Кузнецова Екатерина,107,2,Севастополь
Кузнецова Мария,107,3,Севастополь
Лебедева Сергей,107,Люкс,Севастополь
Новикова Пётр,107,2,Севастополь
Петрова Алексей,107,Люкс,Севастополь
Петрова Ольга,107,2,Севастополь
Смирнов Наталья,107,1,Севастополь
Смирнов Пётр,107,1,Севастополь
Козлов Пётр,108,1,Владивосток
Козлов Сергей,108,1,Владивосток
Новикова Анна,108,2,Владивосток
Новикова Наталья,108,3,Владивосток
Попова Алексей,108,3,Владивосток
Попова Дмитрий,108,1,Владивосток
Попова Екатерина,108,1,Владивосток
Попова Мария,108,3,Владивосток
Сидоров Пётр,108,1,Владивосток
Смирнов Алексей,108,Люкс,Владивосток
Соколов Анна,108,1,Владивосток
Козлов Екатерина,108,Люкс,Калининград
Козлов Сергей,108,1,Калининград
Кузнецова Алексей,108,3,Калининград
Лебедева Дмитрий,108,3,Калининград
Петрова Дмитрий,108,2,Калининград
Смирнов Пётр,108,Люкс,Калининград
Смирнов Сергей,108,3,Калининград
Кузнецова Мария,108,3,Мурманск
Петрова Иван,108,2,Мурманск
Сидоров Пётр,108,3,Мурманск
Сидоров Сергей,108,3,Мурманск
Смирнов Ольга,108,Люкс,Мурманск
Иванов Пётр,108,2,Одесса
Кузнецова Екатерина,108,1,Одесса
Лебедева Сергей,108,1,Одесса
Попова Алексей,108,1,Одесса
Сидоров Пётр,108,2,Одесса
Смирнов Иван,108,3,Одесса
Смирнов Пётр,108,3,Одесса
Кузнецова Анна,108,Люкс,Санкт-Петербург
Кузнецова Иван,108,Люкс,Санкт-Петербург
Лебедева Дмитрий,108,2,Санкт-Петербург
Лебедева Наталья,108,1,Санкт-Петербург
Новикова Екатерина,108,2,Санкт-Петербург
Петрова Сергей,108,Люкс,Санкт-Петербург
Смирнов Анна,108,Люкс,Санкт-Петербург
Смирнов Иван,108,2,Санкт-Петербург
Соколов Пётр,108,Люкс,Санкт-Петербург
Иванов Сергей,108,Люкс,Севастополь
Козлов Екатерина,108,3,Севастополь
Лебедева Анна,108,3,Севастополь
Лебедева Дмитрий,108,2,Севастополь
Петрова Наталья,108,Люкс,Севастополь
Попова Анна,108,3,Севастополь
Попова Иван,108,2,Севастополь
Смирнов Пётр,108,Люкс,Севастополь
Иванов Дмитрий,109,Люкс,Владивосток
Иванов Мария,109,Люкс,Владивосток
Кузнецова Пётр,109,2,Владивосток
Попова Ольга,109,3,Владивосток
Сидоров Сергей,109,3,Владивосток
Смирнов Алексей,109,3,Владивосток
Иванов Ольга,109,1,Калининград
Кузнецова Екатерина,109,2,Калининград
Петрова Алексей,109,1,Калининград
Попова Ольга,109,3,Калининград
Сидоров Мария,109,3,Калининград
Соколов Наталья,109,3,Калининград
Иванов Алексей,109,3,Мурманск
Козлов Дмитрий,109,Люкс,Мурманск
Кузнецова Мария,109,1,Мурманск
Попова Дмитрий,109,Люкс,Мурманск
Сидоров Анна,109,3,Мурманск
Сидоров Пётр,109,Люкс,Мурманск
Смирнов Дмитрий,109,Люкс,Мурманск
Иванов Екатерина,109,3,Одесса
Лебедева Екатерина,109,3,Одесса
Лебедева Наталья,109,1,Одесса
Лебедева Ольга,109,2,Одесса
Лебедева Сергей,109,2,Одесса
Новикова Сергей,109,Люкс,Одесса
Петрова Екатерина,109,2,Одесса
Петрова Наталья,109,2,Одесса
Петрова Ольга,109,2,Одесса
Смирнов Алексей,109,1,Одесса
Смирнов Мария,109,2,Одесса
Соколов Екатерина,109,3,Одесса
Соколов Ольга,109,Люкс,Одесса
Кузнецова Иван,109,1,Санкт-Петербург
Лебедева Екатерина,109,2,Санкт-Петербург
Новикова Екатерина,109,1,Санкт-Петербург
Попова Пётр,109,1,Санкт-Петербург
Иванов Наталья,109,3,Севастополь
Иванов Сергей,109,1,Севастополь
Козлов Екатерина,109,2,Севастополь
Кузнецова Екатерина,109,2,Севастополь
Лебедева Алексей,109,Люкс,Севастополь
Лебедева Мария,109,3,Севастополь
Лебедева Ольга,109,Люкс,Севастополь
Новикова Пётр,109,3,Севастополь
Петрова Анна,109,2,Севастополь
Петрова Пётр,109,3,Севастополь
Попова Екатерина,109,3,Севастополь
Попова Ольга,109,3,Севастополь
Смирнов Анна,109,1,Севастополь
Соколов Екатерина,109,2,Севастополь
Козлов Ольга,110,Люкс,Владивосток
Лебедева Пётр,110,2,Владивосток
Петрова Иван,110,3,Владивосток
Сидоров Анна,110,3,Владивосток
Сидоров Мария,110,1,Владивосток
Иванов Наталья,110,1,Калининград
Козлов Алексей,110,Люкс,Калининград
Козлов Иван,110,Люкс,Калининград
Кузнецова Иван,110,3,Калининград
Лебедева Анна,110,2,Калининград
Лебедева Пётр,110,Люкс,Калининград
Новикова Алексей,110,3,Калининград
Сидоров Сергей,110,3,Калининград
Смирнов Мария,110,2,Калининград
Соколов Екатерина,110,Люкс,Калининград
Иванов Дмитрий,110,1,Мурманск
Иванов Екатерина,110,Люкс,Мурманск
Козлов Пётр,110,Люкс,Мурманск
Козлов Сергей,110,1,Мурманск
Кузнецова Дмитрий,110,2,Мурманск
Кузнецова Сергей,110,1,Мурманск
Попова Пётр,110,Люкс,Мурманск
Сидоров Пётр,110,2,Мурманск
Соколов Иван,110,1,Мурманск
Иванов Алексей,110,3,Одесса
Кузнецова Екатерина,110,3,Одесса
Кузнецова Мария,110,3,Одесса
Кузнецова Сергей,110,1,Одесса
Лебедева Иван,110,2,Одесса
Лебедева Сергей,110,2,Одесса
Новикова Дмитрий,110,2,Одесса
Новикова Пётр,110,Люкс,Одесса
Петрова Наталья,110,3,Одесса
Попова Ольга,110,3,Одесса
Сидоров Анна,110,2,Одесса
Сидоров Мария,110,3,Одесса
Смирнов Дмитрий,110,3,Одесса
Иванов Мария,110,1,Санкт-Петербург
Иванов Сергей,110,1,Санкт-Петербург
Козлов Алексей,110,3,Санкт-Петербург
Козлов Наталья,110,1,Санкт-Петербург
Кузнецова Алексей,110,2,Санкт-Петербург
Кузнецова Пётр,110,1,Санкт-Петербург
Лебедева Екатерина,110,3,Санкт-Петербург
Лебедева Мария,110,1,Санкт-Петербург
Попова Екатерина,110,1,Санкт-Петербург
Попова Иван,110,2,Санкт-Петербург
Сидоров Мария,110,3,Санкт-Петербург
Смирнов Иван,110,1,Санкт-Петербург
Соколов Алексей,110,3,Санкт-Петербург
Иванов Екатерина,110,2,Севастополь
Иванов Мария,110,3,Севастополь
Иванов Ольга,110,Люкс,Севастополь
Иванов Сергей,110,2,Севастополь
Козлов Дмитрий,110,2,Севастополь
Козлов Пётр,110,Люкс,Севастополь
Лебедева Екатерина,110,3,Севастополь
Лебедева Мария,110,Люкс,Севастополь
Лебедева Наталья,110,3,Севастополь
Петрова Екатерина,110,Люкс,Севастополь
Попова Дмитрий,110,1,Севастополь
Попова Иван,110,Люкс,Севастополь
Соколов Дмитрий,110,2,Севастополь
Соколов Мария,110,1,Севастополь
Соколов Пётр,110,Люкс,Севастополь
Козлов Пётр,111,1,Владивосток
Кузнецова Алексей,111,3,Владивосток
Кузнецова Анна,111,Люкс,Владивосток
Лебедева Ольга,111,1,Владивосток
Петрова Иван,111,Люкс,Владивосток
Попова Ольга,111,1,Владивосток
Сидоров Наталья,111,1,Владивосток
Сидоров Сергей,111,1,Владивосток
Смирнов Сергей,111,1,Владивосток
Соколов Алексей,111,3,Владивосток
Соколов Дмитрий,111,3,Владивосток
Соколов Ольга,111,Люкс,Владивосток
Иванов Дмитрий,111,3,Калининград
Кузнецова Наталья,111,Люкс,Калининград
Лебедева Мария,111,3,Калининград
Лебедева Пётр,111,Люкс,Калининград
Новикова Алексей,111,Люкс,Калининград
Новикова Наталья,111,1,Калининград
Петрова Алексей,111,2,Калининград
Соколов Екатерина,111,Люкс,Калининград
Соколов Ольга,111,2,Калининград
Кузнецова Алексей,111,3,Мурманск
Кузнецова Мария,111,Люкс,Мурманск
Новикова Алексей,111,2,Мурманск
Попова Ольга,111,Люкс,Мурманск
Смирнов Иван,111,3,Мурманск
Иванов Алексей,111,2,Одесса
Козлов Дмитрий,111,3,Одесса
Козлов Наталья,111,3,Одесса
Кузнецова Дмитрий,111,3,Одесса
Кузнецова Екатерина,111,1,Одесса
Лебедева Сергей,111,1,Одесса
Новикова Иван,111,1,Одесса
Новикова Мария,111,1,Одесса
Петрова Иван,111,3,Одесса
Петрова Пётр,111,Люкс,Одесса
Попова Екатерина,111,2,Одесса
Смирнов Пётр,111,3,Одесса
Соколов Алексей,111,2,Одесса
Иванов Анна,111,Люкс,Санкт-Петербург
Козлов Ольга,111,3,Санкт-Петербург
Кузнецова Анна,111,2,Санкт-Петербург
Кузнецова Ольга,111,2,Санкт-Петербург
Попова Дмитрий,111,3,Санкт-Петербург
Попова Иван,111,Люкс,Санкт-Петербург
Сидоров Анна,111,1,Санкт-Петербург
Смирнов Алексей,111,Люкс,Санкт-Петербург
Соколов Наталья,111,2,Санкт-Петербург
Кузнецова Пётр,111,2,Севастополь
Лебедева Екатерина,111,Люкс,Севастополь
Лебедева Пётр,111,2,Севастополь
Попова Сергей,111,Люкс,Севастополь
Сидоров Ольга,111,Люкс,Севастополь
Смирнов Алексей,111,3,Севастополь
Соколов Мария,111,1,Севастополь
Иванов Дмитрий,112,2,Владивосток
Иванов Иван,112,2,Владивосток
Козлов Екатерина,112,2,Владивосток
Кузнецова Ольга,112,3,Владивосток
Лебедева Пётр,112,1,Владивосток
Петрова Наталья,112,2,Владивосток
Попова Алексей,112,Люкс,Владивосток
Сидоров Алексей,112,1,Владивосток
Сидоров Сергей,112,1,Владивосток
Иванов Екатерина,112,2,Калининград
Иванов Сергей,112,1,Калининград
Козлов Иван,112,Люкс,Калининград
Кузнецова Анна,112,2,Калининград
